stemming,negation
tamerlane uyokback waktu hrs dukung anies di jakarta juga gitu apakah saat itu jakarta jadi takut anies malah beberapa kali datang resmi gereja,"['tamerlane', 'uyokback', 'waktu', 'hrs', 'dukung', 'anies', 'di', 'jakarta', 'juga', 'gitu', 'apakah', 'saat', 'itu', 'jakarta', 'jadi', 'takut', 'anies', 'malah', 'beberapa', 'kali', 'datang', 'resmi', 'gereja']"
sp dua kau jadi capres tiga kau jadi gubernur lagi anies baswedan ab siap bang apa pilih sp ok kita salam sp dan ab salam sejak itu gondangdia jalin komunikasi dengan ab dan kemudian juga usaha jangkau pdip dan ganjar pranowo,"['sp', 'dua', 'kau', 'jadi', 'capres', 'tiga', 'kau', 'jadi', 'gubernur', 'lagi', 'anies', 'baswedan', 'ab', 'siap', 'bang', 'apa', 'pilih', 'sp', 'ok', 'kita', 'salam', 'sp', 'dan', 'ab', 'salam', 'sejak', 'itu', 'gondangdia', 'jalin', 'komunikasi', 'dengan', 'ab', 'dan', 'kemudian', 'juga', 'usaha', 'jangkau', 'pdip', 'dan', 'ganjar', 'pranowo']"
andre rosiade itu kan nyata anis saat pilpres dan anies masih jabat gubernur dan saat itu saya dukung prabowo,"['andre', 'rosiade', 'itu', 'kan', 'nyata', 'anis', 'saat', 'pilpres', 'dan', 'anies', 'masih', 'jabat', 'gubernur', 'dan', 'saat', 'itu', 'saya', 'dukung', 'prabowo']"
sobat anies partaisocmed habis bikin polling trus gali kubur sendiri sekarang partaisocmed kumat,"['sobat', 'anies', 'partaisocmed', 'habis', 'bikin', 'polling', 'trus', 'gali', 'kubur', 'sendiri', 'sekarang', 'partaisocmed', 'kumat']"
alisyarief bukan tuding ikut vidwo die bat dengan baik biar ga gagal fokus anies pak prabowo bilang ke saya kalo kuat selamat bagai oposisi arti yg bilang ya pak prabowo sendiri ko marah,"['alisyarief', 'tidak_tuding', 'ikut', 'vidwo', 'die', 'bat', 'dengan', 'baik', 'biar', 'tidak_gagal', 'fokus', 'anies', 'pak', 'prabowo', 'bilang', 'ke', 'saya', 'kalo', 'kuat', 'selamat', 'bagai', 'oposisi', 'arti', 'yg', 'bilang', 'ya', 'pak', 'prabowo', 'sendiri', 'ko', 'marah']"
partaisocmed aniesbaswedan prabowo malu yaa mett emmng begonoo melet koq nyalahin dukung anies uda kali nyalonin loch hetrik aj broww omgg,"['partaisocmed', 'aniesbaswedan', 'prabowo', 'malu', 'yaa', 'mett', 'emmng', 'begonoo', 'melet', 'koq', 'nyalahin', 'dukung', 'anies', 'uda', 'kali', 'nyalonin', 'loch', 'hetrik', 'aj', 'broww', 'omgg']"
anomali memelord arsipaja biarpun habib rizieq gak jadi dukung anies pun mereka tetap gak milih anies preketek gombal mukiyo,"['anomali', 'memelord', 'arsipaja', 'biarpun', 'habib', 'rizieq', 'tidak_jadi', 'dukung', 'anies', 'pun', 'mereka', 'tetap', 'tidak_milih', 'anies', 'preketek', 'gombal', 'mukiyo']"
andre rosiade andre tanya prabowo apa gak sadar bawasannya rakyat indonesia mayoritas tidak suka sama prabowo kalau probowo cerdas punya moral akhlak dan etika tidak jadi khianat atau prabowo kemarin keluar dari kabinet karena mau nyapres wakil anies in sya allah bisa jadi presiden,"['andre', 'rosiade', 'andre', 'tanya', 'prabowo', 'apa', 'tidak_sadar', 'bawasannya', 'rakyat', 'indonesia', 'mayoritas', 'tidak_suka', 'sama', 'prabowo', 'kalau', 'probowo', 'cerdas', 'punya', 'moral', 'akhlak', 'dan', 'etika', 'tidak_jadi', 'khianat', 'atau', 'prabowo', 'kemarin', 'keluar', 'dari', 'kabinet', 'karena', 'mau', 'nyapres', 'wakil', 'anies', 'in', 'sya', 'allah', 'bisa', 'jadi', 'presiden']"
reiza patters msaid didu di beberapa lembaga survey yg mereka bayar hasil menang prabowo mengapa demikian hebat mereka tekel anies dgn bagai cara licik padahal bakal kalah turut lambaga survey mereka,"['reiza', 'patters', 'msaid', 'didu', 'di', 'beberapa', 'lembaga', 'survey', 'yg', 'mereka', 'bayar', 'hasil', 'menang', 'prabowo', 'mengapa', 'demikian', 'hebat', 'mereka', 'tekel', 'anies', 'dgn', 'bagai', 'cara', 'licik', 'padahal', 'bakal', 'kalah', 'turut', 'lambaga', 'survey', 'mereka']"
soundofyogi saya smenjak pak prabs milih gibran jdi wakil lgsg mikir lgi utk milih siapa pasca debat pikir buat milih pak anies deh eh nongol brita ginian auto fix ga akan pilih dia kalo partai banteng sih emg udh cape aja ama tingkah nyonya besar nya,"['soundofyogi', 'saya', 'smenjak', 'pak', 'prabs', 'milih', 'gibran', 'jdi', 'wakil', 'lgsg', 'mikir', 'lgi', 'utk', 'milih', 'siapa', 'pasca', 'debat', 'pikir', 'buat', 'milih', 'pak', 'anies', 'deh', 'eh', 'nongol', 'brita', 'ginian', 'auto', 'fix', 'tidak_akan', 'pilih', 'dia', 'kalo', 'partai', 'banteng', 'sih', 'emg', 'udh', 'cape', 'aja', 'ama', 'tingkah', 'nyonya', 'besar', 'nya']"
putraerlangga jelas anies rasyid baswedan in the best,"['putraerlangga', 'jelas', 'anies', 'rasyid', 'baswedan', 'in', 'the', 'best']"
gimana dah mulai bener arti survey lapang anies sedang roket,"['gimana', 'dah', 'mulai', 'bener', 'arti', 'survey', 'lapang', 'anies', 'sedang', 'roket']"
sungguh maxwin itu hanya untuk orang orang yang selalu ingin coba,"['sungguh', 'maxwin', 'itu', 'hanya', 'untuk', 'orang', 'orang', 'yang', 'selalu', 'ingin', 'coba']"
uyokback yg ngoceh politik identitas ke pak anies itu orang kafir bodoh dan sangat bodoh yg takut pak anies jadi presiden krn islamophobia dan israel minded padahal pendeta dan pastor sudah aku pluralitas dan integritas pak anies dijakarta yang pasti neo komunis juga main,"['uyokback', 'yg', 'ngoceh', 'politik', 'identitas', 'ke', 'pak', 'anies', 'itu', 'orang', 'kafir', 'bodoh', 'dan', 'sangat', 'bodoh', 'yg', 'takut', 'pak', 'anies', 'jadi', 'presiden', 'krn', 'islamophobia', 'dan', 'israel', 'minded', 'padahal', 'pendeta', 'dan', 'pastor', 'sudah', 'aku', 'pluralitas', 'dan', 'integritas', 'pak', 'anies', 'dijakarta', 'yang', 'pasti', 'neo', 'komunis', 'juga', 'main']"
fahrihamzah anies emng gag level sama para jilat kuasa sorry ye sorry ye,"['fahrihamzah', 'anies', 'emng', 'gag', 'level', 'sama', 'para', 'jilat', 'kuasa', 'sorry', 'ye', 'sorry', 'ye']"
aku suka part ini cak imin belakang kayak sudah on set mau bareng ma anies soal gera,"['aku', 'suka', 'part', 'ini', 'cak', 'imin', 'belakang', 'kayak', 'sudah', 'on', 'set', 'mau', 'bareng', 'ma', 'anies', 'soal', 'gera']"
fahrihamzah bentar lagi ajar sama anies bang,"['fahrihamzah', 'bentar', 'lagi', 'ajar', 'sama', 'anies', 'bang']"
dulu abang itu lawan ketidakadilan hukum krn pecat partai tanpa alas gua ikut bela dia krn dia benar skrg dia malah dukung hasil langgar hukum dan etika gua masih ikut bela yg benar kurang tegas apa coba sikap gua dlm pegang teguh supremasi hukum,"['dulu', 'abang', 'itu', 'lawan', 'ketidakadilan', 'hukum', 'krn', 'pecat', 'partai', 'tanpa', 'alas', 'gua', 'ikut', 'bela', 'dia', 'krn', 'dia', 'benar', 'skrg', 'dia', 'malah', 'dukung', 'hasil', 'langgar', 'hukum', 'dan', 'etika', 'gua', 'masih', 'ikut', 'bela', 'yg', 'benar', 'kurang', 'tegas', 'apa', 'coba', 'sikap', 'gua', 'dlm', 'pegang', 'teguh', 'supremasi', 'hukum']"
itsquaileggs krn dia jg sempet datengin markas fpi trnyt abis menang dia pidato pribumi menang yes ma dijadiin wapres is shit jkw dateng is also shit prabs yg dluan bawa politik identitas di milu is also shit tp anies kena konsekuensi ride the wave terima aj knp,"['itsquaileggs', 'krn', 'dia', 'jg', 'sempet', 'datengin', 'markas', 'fpi', 'trnyt', 'abis', 'menang', 'dia', 'pidato', 'pribumi', 'menang', 'yes', 'ma', 'dijadiin', 'wapres', 'is', 'shit', 'jkw', 'dateng', 'is', 'also', 'shit', 'prabs', 'yg', 'dluan', 'bawa', 'politik', 'identitas', 'di', 'milu', 'is', 'also', 'shit', 'tp', 'anies', 'kena', 'konsekuensi', 'ride', 'the', 'wave', 'terima', 'aj', 'knp']"
ciro saya sih mudah saja saya akan pilih kok lama pks tidak dukung anies dan anies tidak dukung pa,"['ciro', 'saya', 'sih', 'mudah', 'saja', 'saya', 'akan', 'pilih', 'kok', 'lama', 'pks', 'tidak_dukung', 'anies', 'dan', 'anies', 'tidak_dukung', 'pa']"
xandreanda ulama dan tokoh agama dari semua agama apa agama aja oh god mau org bilang pilih anies gausa takut sm pk  ya pk  kecil tp rem bat anjer aneh isi,"['xandreanda', 'ulama', 'dan', 'tokoh', 'agama', 'dari', 'semua', 'agama', 'apa', 'agama', 'aja', 'oh', 'god', 'mau', 'org', 'bilang', 'pilih', 'anies', 'gausa', 'takut', 'sm', 'pk', '', 'ya', 'pk', '', 'kecil', 'tp', 'rem', 'bat', 'anjer', 'aneh', 'isi']"
andre rosiade kata siapa prabowo modal anies ndre anies itu sampai hutang lho ke orang agar bisa maju pilgub untung menang jadi lunas gk perlu kembali hutang prabowo itu modal jokowi,"['andre', 'rosiade', 'kata', 'siapa', 'prabowo', 'modal', 'anies', 'ndre', 'anies', 'itu', 'sampai', 'hutang', 'lho', 'ke', 'orang', 'agar', 'bisa', 'maju', 'pilgub', 'untung', 'menang', 'jadi', 'lunas', 'gk', 'perlu', 'kembali', 'hutang', 'prabowo', 'itu', 'modal', 'jokowi']"
mardigu fakta kalimat pak anies sllu yg paling efisien dari segi efisiensi waktu dan padat informasi,"['mardigu', 'fakta', 'kalimat', 'pak', 'anies', 'sllu', 'yg', 'paling', 'efisien', 'dari', 'segi', 'efisiensi', 'waktu', 'dan', 'padat', 'informasi']"
hariany abdhali lo siapa berani bilang begitu kelas firli saja ngak bisa bukti anies korupsi malah firli yg bukti korupsi kamu ajar dulu yg benar nak,"['hariany', 'abdhali', 'lo', 'siapa', 'berani', 'bilang', 'begitu', 'kelas', 'firli', 'saja', 'ngak', 'bisa', 'bukti', 'anies', 'korupsi', 'malah', 'firli', 'yg', 'bukti', 'korupsi', 'kamu', 'ajar', 'dulu', 'yg', 'benar', 'nak']"
dulu saya simpati tapi telah ulang kali rendah pak anies baswedan akhir saya ambil simpul orang ini ambisius dan segala cara laku agar jadi presiden,"['dulu', 'saya', 'simpati', 'tapi', 'telah', 'ulang', 'kali', 'rendah', 'pak', 'anies', 'baswedan', 'akhir', 'saya', 'ambil', 'simpul', 'orang', 'ini', 'ambisius', 'dan', 'segala', 'cara', 'laku', 'agar', 'jadi', 'presiden']"
bungdree tvonenews kikysaputrii aniesbaswedan pinter retorika itu bagus bang dan tidak semu orang bisa jadi itu positif tinggal yang ragu suruh cek fakta apa yg sdh sampai jadi pak anies ok retorika tinggal timses jelas fakta,"['bungdree', 'tvonenews', 'kikysaputrii', 'aniesbaswedan', 'pinter', 'retorika', 'itu', 'bagus', 'bang', 'dan', 'tidak_semu', 'orang', 'bisa', 'jadi', 'itu', 'positif', 'tinggal', 'yang', 'ragu', 'suruh', 'cek', 'fakta', 'apa', 'yg', 'sdh', 'sampai', 'jadi', 'pak', 'anies', 'ok', 'retorika', 'tinggal', 'timses', 'jelas', 'fakta']"
sobat anies partaisocmed imigran mimpi jadi ratu pernah menang karena politik identitas,"['sobat', 'anies', 'partaisocmed', 'imigran', 'mimpi', 'jadi', 'ratu', 'pernah', 'menang', 'karena', 'politik', 'identitas']"
hoax atau fakta ucap anies dalam soal sosok harun bocah smp yang jadi korban saat rusuh heran akun besar dukung anies ikut framing benar angin bisik info fakta buat mereka,"['hoax', 'atau', 'fakta', 'ucap', 'anies', 'dalam', 'soal', 'sosok', 'harun', 'bocah', 'smp', 'yang', 'jadi', 'korban', 'saat', 'rusuh', 'heran', 'akun', 'besar', 'dukung', 'anies', 'ikut', 'framing', 'benar', 'angin', 'bisik', 'info', 'fakta', 'buat', 'mereka']"
hrs dukung anies muhaimin di pilpres dinamis itu hanya milik insan politik kalau politik bilang saja politik tidak usah hipokrit,"['hrs', 'dukung', 'anies', 'muhaimin', 'di', 'pilpres', 'dinamis', 'itu', 'hanya', 'milik', 'insan', 'politik', 'kalau', 'politik', 'bilang', 'saja', 'politik', 'tidak_usah', 'hipokrit']"
abheemanyoen ekowboy jawab anies,"['abheemanyoen', 'ekowboy', 'jawab', 'anies']"
abah depan pak prabowo ga usah ikut debat ga usah paksa diri saya kira ga datang ga akan diskualifikasi apalagi tema debat berat bidang pak anies bukan masalah pak prabowo bakal babak bur tapi dukung cengeng dan baperan,"['abah', 'depan', 'pak', 'prabowo', 'tidak_usah', 'ikut', 'debat', 'tidak_usah', 'paksa', 'diri', 'saya', 'kira', 'tidak_datang', 'tidak_akan', 'diskualifikasi', 'apalagi', 'tema', 'debat', 'berat', 'bidang', 'pak', 'anies', 'tidak_masalah', 'pak', 'prabowo', 'bakal', 'babak', 'bur', 'tapi', 'dukung', 'cengeng', 'dan', 'baperan']"
sama visi misi nya taro lah visi misi cuman janji kampanye belaka tp turut gua visi misi mereka paling realistis dan paling detail yg gua suka dari anies dia gak takut buat open diskusi,"['sama', 'visi', 'misi', 'nya', 'taro', 'lah', 'visi', 'misi', 'cuman', 'janji', 'kampanye', 'belaka', 'tp', 'turut', 'gua', 'visi', 'misi', 'mereka', 'paling', 'realistis', 'dan', 'paling', 'detail', 'yg', 'gua', 'suka', 'dari', 'anies', 'dia', 'tidak_takut', 'buat', 'open', 'diskusi']"
klo paslon gua gabisa banyak komen buat muhaimin karena banyak isu ini itu tunggu aja debat cawapres besok cuman makin sini kalo liat papar anies gua makin tuju sama jalan pikir nya dia dan juga,"['klo', 'paslon', 'gua', 'gabisa', 'banyak', 'komen', 'buat', 'muhaimin', 'karena', 'banyak', 'isu', 'ini', 'itu', 'tunggu', 'aja', 'debat', 'cawapres', 'besok', 'cuman', 'makin', 'sini', 'kalo', 'liat', 'papar', 'anies', 'gua', 'makin', 'tuju', 'sama', 'jalan', 'pikir', 'nya', 'dia', 'dan', 'juga']"
metro tv gue yakin bgt depan nya pak anies akan bawa banyak ubah sih,"['metro', 'tv', 'gue', 'yakin', 'bgt', 'depan', 'nya', 'pak', 'anies', 'akan', 'bawa', 'banyak', 'ubah', 'sih']"
desak anies adalah salah satu event yg paling bagus di masa pilpres sekarang ini,"['desak', 'anies', 'adalah', 'salah', 'satu', 'event', 'yg', 'paling', 'bagus', 'di', 'masa', 'pilpres', 'sekarang', 'ini']"
lihatdariatas fahrihamzah saya mohon jgn pak anies kasihan kalo bisa di bina saja maksud saya di binasa,"['lihatdariatas', 'fahrihamzah', 'saya', 'mohon', 'jgn', 'pak', 'anies', 'kasihan', 'kalo', 'bisa', 'di', 'bina', 'saja', 'maksud', 'saya', 'di', 'binasa']"
oposisicerdas justru kalo banding fh anies ini sepele apalagi tentang bebas berfikir soal ilmu politik di lapang cuma fh kalah pamor aja,"['oposisicerdas', 'justru', 'kalo', 'banding', 'fh', 'anies', 'ini', 'sepele', 'apalagi', 'tentang', 'bebas', 'berfikir', 'soal', 'ilmu', 'politik', 'di', 'lapang', 'cuma', 'fh', 'kalah', 'pamor', 'aja']"
metro tv gimana juga emang pak anies yang paling depan,"['metro', 'tv', 'gimana', 'juga', 'emang', 'pak', 'anies', 'yang', 'paling', 'depan']"
andywindarto tvonenews apa yg di sampai pak anies semua fakta bukan retorika,"['andywindarto', 'tvonenews', 'apa', 'yg', 'di', 'sampai', 'pak', 'anies', 'semua', 'fakta', 'tidak_retorika']"
metro tv salut gak sih lo dengan pak anies ya gak,"['metro', 'tv', 'salut', 'tidak_sih', 'lo', 'dengan', 'pak', 'anies', 'ya', 'tidak_']"
sigid dhiro biasa aja aniesbaswedan apakah anies bisa buat bangun di mana mana,"['sigid', 'dhiro', 'biasa', 'aja', 'aniesbaswedan', 'apakah', 'anies', 'bisa', 'buat', 'bangun', 'di', 'mana', 'mana']"
cakiminow subhanallah allahu akbar makin mantap pilih pak anies,"['cakiminow', 'subhanallah', 'allahu', 'akbar', 'makin', 'mantap', 'pilih', 'pak', 'anies']"
nenkmonica andre rosiade bang andre juga tidak etika dan angkuh dengan klaim anies jadi gub dki karena gerindra dan prabowo dengan tapi jasa jasa partai lain rawan dan rakyat dki saya yakin kalau hanya prabowo dan gerindra saja sendiri yg ngusung anies gak akan jadi,"['nenkmonica', 'andre', 'rosiade', 'bang', 'andre', 'juga', 'tidak_etika', 'dan', 'angkuh', 'dengan', 'klaim', 'anies', 'jadi', 'gub', 'dki', 'karena', 'gerindra', 'dan', 'prabowo', 'dengan', 'tapi', 'jasa', 'jasa', 'partai', 'lain', 'rawan', 'dan', 'rakyat', 'dki', 'saya', 'yakin', 'kalau', 'hanya', 'prabowo', 'dan', 'gerindra', 'saja', 'sendiri', 'yg', 'ngusung', 'anies', 'tidak_akan', 'jadi']"
ahys amat yg terlalu mamaksakan pdhl balik pak anies sebut situasi demokrasi skrg sgt prihatin ee pakwo ngamuk sampe nunjuk pak anies dan bain jokowi aneh aja panggung debat buat dia tp kampanye jokowi terus kan ajaib bgt kan,"['ahys', 'amat', 'yg', 'terlalu', 'mamaksakan', 'pdhl', 'balik', 'pak', 'anies', 'sebut', 'situasi', 'demokrasi', 'skrg', 'sgt', 'prihatin', 'ee', 'pakwo', 'ngamuk', 'sampe', 'nunjuk', 'pak', 'anies', 'dan', 'bain', 'jokowi', 'aneh', 'aja', 'panggung', 'debat', 'buat', 'dia', 'tp', 'kampanye', 'jokowi', 'terus', 'kan', 'ajaib', 'bgt', 'kan']"
anies datang temu surya paloh ada dua atau tiga petinggi nasdem lain tani salah satu yang cerita kepada saya kena momen ini surya paloh sp nies abang punya tawar untuk ini demi bangsa dan negara pertama kau jadi cawapres ganjar jadi capres,"['anies', 'datang', 'temu', 'surya', 'paloh', 'ada', 'dua', 'atau', 'tiga', 'petinggi', 'nasdem', 'lain', 'tani', 'salah', 'satu', 'yang', 'cerita', 'kepada', 'saya', 'kena', 'momen', 'ini', 'surya', 'paloh', 'sp', 'nies', 'abang', 'punya', 'tawar', 'untuk', 'ini', 'demi', 'bangsa', 'dan', 'negara', 'pertama', 'kau', 'jadi', 'cawapres', 'ganjar', 'jadi', 'capres']"
bjir udah kek buzzernya anies nih aku wkwkwk,"['bjir', 'udah', 'kek', 'buzzernya', 'anies', 'nih', 'aku', 'wkwkwk']"
anies cuma bisa ngomong doang,"['anies', 'cuma', 'bisa', 'ngomong', 'doang']"
kembang tidur mrbig bobby risakotta cuma takut pdip itu suka campur dan klo pilih prabowo atau anies like are you really sure ini tu konteks presiden lho urus bukan cuma di indonesia tapi juga dengan dunia gwe jujur agak kurang yakin sih sama anies atau prabowo kurang cakap dan omong doang,"['kembang', 'tidur', 'mrbig', 'bobby', 'risakotta', 'cuma', 'takut', 'pdip', 'itu', 'suka', 'campur', 'dan', 'klo', 'pilih', 'prabowo', 'atau', 'anies', 'like', 'are', 'you', 'really', 'sure', 'ini', 'tu', 'konteks', 'presiden', 'lho', 'urus', 'tidak_cuma', 'di', 'indonesia', 'tapi', 'juga', 'dengan', 'dunia', 'gwe', 'jujur', 'agak', 'kurang', 'yakin', 'sih', 'sama', 'anies', 'atau', 'prabowo', 'kurang', 'cakap', 'dan', 'omong', 'doang']"
dusrimulya imade kun hasmibakhtiar anies ini lucu sok sok ngomongin oposisi dan jadi oposisi partai yang dukung dia koalisi perintah semua sok sok ngomongin demokrasi pernah jadi kader partai dan berporses di partai blm omong nya muter tapi laku nya stag gak ubah pragmatis,"['dusrimulya', 'imade', 'kun', 'hasmibakhtiar', 'anies', 'ini', 'lucu', 'sok', 'sok', 'ngomongin', 'oposisi', 'dan', 'jadi', 'oposisi', 'partai', 'yang', 'dukung', 'dia', 'koalisi', 'perintah', 'semua', 'sok', 'sok', 'ngomongin', 'demokrasi', 'pernah', 'jadi', 'kader', 'partai', 'dan', 'berporses', 'di', 'partai', 'blm', 'omong', 'nya', 'muter', 'tapi', 'laku', 'nya', 'stag', 'tidak_ubah', 'pragmatis']"
turut aneh kenapa orang dekat prabowo masuk kader partai gerindra ban jelas prabowo yang sampai oleh anies saat debat capres sesi pertama ada apa kenapa apakah,"['turut', 'aneh', 'kenapa', 'orang', 'dekat', 'prabowo', 'masuk', 'kader', 'partai', 'gerindra', 'ban', 'jelas', 'prabowo', 'yang', 'sampai', 'oleh', 'anies', 'saat', 'debat', 'capres', 'sesi', 'pertama', 'ada', 'apa', 'kenapa', 'apakah']"
viralhot novibudi aniesbaswedan yaa itu kan ada video liat paham atau engga jobdesknya anies kan cuma dijakarta bukan jabar banten dan sekitar minimal kalo ga ngerti gausah keras kepala gitu loh,"['viralhot', 'novibudi', 'aniesbaswedan', 'yaa', 'itu', 'kan', 'ada', 'video', 'liat', 'paham', 'atau', 'engga', 'jobdesknya', 'anies', 'kan', 'cuma', 'dijakarta', 'tidak_jabar', 'banten', 'dan', 'sekitar', 'minimal', 'kalo', 'tidak_ngerti', 'gausah', 'keras', 'kepala', 'gitu', 'loh']"
swing voter hasil pengaruh oleh ganjar lalu debat pertama pilpres tag olivia daesang gaco batter up views gempa surabaya anies dana  tiap hari first lady pilih baik,"['swing', 'voter', 'hasil', 'pengaruh', 'oleh', 'ganjar', 'lalu', 'debat', 'pertama', 'pilpres', 'tag', 'olivia', 'daesang', 'gaco', 'batter', 'up', 'views', 'gempa', 'surabaya', 'anies', 'dana', '', 'tiap', 'hari', 'first', 'lady', 'pilih', 'baik']"
tau anies emang konstan pakai dukung dari orang orang ini buat dapetin suara banyak tapi pas eksekusi dia ga sesuai sama ideologi orang orang ini,"['tau', 'anies', 'emang', 'konstan', 'pakai', 'dukung', 'dari', 'orang', 'orang', 'ini', 'buat', 'dapetin', 'suara', 'banyak', 'tapi', 'pas', 'eksekusi', 'dia', 'tidak_sesuai', 'sama', 'ideologi', 'orang', 'orang', 'ini']"
mazzini gsp wah jgn pilih kasih gitu dong masak cuma ama satu alir agama aja ama alir agama yg lain juga dong biar makin toleran kan semua alir agama perlu perhati kan bapak anies,"['mazzini', 'gsp', 'wah', 'jgn', 'pilih', 'kasih', 'gitu', 'dong', 'masak', 'cuma', 'ama', 'satu', 'alir', 'agama', 'aja', 'ama', 'alir', 'agama', 'yg', 'lain', 'juga', 'dong', 'biar', 'makin', 'toleran', 'kan', 'semua', 'alir', 'agama', 'perlu', 'perhati', 'kan', 'bapak', 'anies']"
arsipaja siapa bilang nurun ad yg pindah haluan sih tpi itu basis suara ahokers tpi nambah suarany dong dari militan akar rumput islam konservatif dan itu trbagi di seluruh indonesia apalagi kmrin uas udah prnyataan skap makin nambah suara anies yg nurun cma suara non muslim dan komunis,"['arsipaja', 'siapa', 'bilang', 'nurun', 'ad', 'yg', 'pindah', 'haluan', 'sih', 'tpi', 'itu', 'basis', 'suara', 'ahokers', 'tpi', 'nambah', 'suarany', 'dong', 'dari', 'militan', 'akar', 'rumput', 'islam', 'konservatif', 'dan', 'itu', 'trbagi', 'di', 'seluruh', 'indonesia', 'apalagi', 'kmrin', 'uas', 'udah', 'prnyataan', 'skap', 'makin', 'nambah', 'suara', 'anies', 'yg', 'nurun', 'cma', 'suara', 'non', 'muslim', 'dan', 'komunis']"
tamerlane strike bravo ada bahan enggak nder gantung sikap jokowi ntar gimana tapi kalau mega masih sakit hati kek langsung all in anies,"['tamerlane', 'strike', 'bravo', 'ada', 'bahan', 'enggak', 'nder', 'gantung', 'sikap', 'jokowi', 'ntar', 'gimana', 'tapi', 'kalau', 'mega', 'masih', 'sakit', 'hati', 'kek', 'langsung', 'all', 'in', 'anies']"
zenrs tanpa yusuf martak dkk anies bukan siapa siapa bagi besar dukung anies adalah dari kelompok islam politik,"['zenrs', 'tanpa', 'yusuf', 'martak', 'dkk', 'anies', 'tidak_siapa', 'siapa', 'bagi', 'besar', 'dukung', 'anies', 'adalah', 'dari', 'kelompok', 'islam', 'politik']"
ganjar tegas bahwa berantas korupsi itu tidak hanya cukup dengan kata kata tetapi perlu tindak tag olivia daesang gaco batter up views gempa surabaya anies dana  tiap hari first lady pilih baik,"['ganjar', 'tegas', 'bahwa', 'berantas', 'korupsi', 'itu', 'tidak_hanya', 'cukup', 'dengan', 'kata', 'kata', 'tetapi', 'perlu', 'tindak', 'tag', 'olivia', 'daesang', 'gaco', 'batter', 'up', 'views', 'gempa', 'surabaya', 'anies', 'dana', '', 'tiap', 'hari', 'first', 'lady', 'pilih', 'baik']"
herculep anak saya yang sekolah di smp paham apa yang sampai oleh anies baswedan kalau mau tanya saya akan tunjuk pada anda,"['herculep', 'anak', 'saya', 'yang', 'sekolah', 'di', 'smp', 'paham', 'apa', 'yang', 'sampai', 'oleh', 'anies', 'baswedan', 'kalau', 'mau', 'tanya', 'saya', 'akan', 'tunjuk', 'pada', 'anda']"
libat masyarakat dalam ambil bijak rupa ciri terap demokrasi ala ganjar tag olivia daesang gaco batter up views gempa surabaya anies dana  tiap hari first lady pilih baik,"['libat', 'masyarakat', 'dalam', 'ambil', 'bijak', 'rupa', 'ciri', 'terap', 'demokrasi', 'ala', 'ganjar', 'tag', 'olivia', 'daesang', 'gaco', 'batter', 'up', 'views', 'gempa', 'surabaya', 'anies', 'dana', '', 'tiap', 'hari', 'first', 'lady', 'pilih', 'baik']"
hari ini pak anies baswedan kumpul sama teman teman disabilitas dalam acara diskusi santai disabilitas se jabodetabek,"['hari', 'ini', 'pak', 'anies', 'baswedan', 'kumpul', 'sama', 'teman', 'teman', 'disabilitas', 'dalam', 'acara', 'diskusi', 'santai', 'disabilitas', 'se', 'jabodetabek']"
ganjar hasil tingkat elektabilitasnya bagai capres lewat debat pertama tag olivia daesang gaco batter up views gempa surabaya anies dana  tiap hari first lady pilih baik,"['ganjar', 'hasil', 'tingkat', 'elektabilitasnya', 'bagai', 'capres', 'lewat', 'debat', 'pertama', 'tag', 'olivia', 'daesang', 'gaco', 'batter', 'up', 'views', 'gempa', 'surabaya', 'anies', 'dana', '', 'tiap', 'hari', 'first', 'lady', 'pilih', 'baik']"
amat politik beri ganjar nilai karena jabar sangat ringkas dan jelas tag olivia daesang gaco batter up views gempa surabaya anies dana  tiap hari first lady pilih baik,"['amat', 'politik', 'beri', 'ganjar', 'nilai', 'karena', 'jabar', 'sangat', 'ringkas', 'dan', 'jelas', 'tag', 'olivia', 'daesang', 'gaco', 'batter', 'up', 'views', 'gempa', 'surabaya', 'anies', 'dana', '', 'tiap', 'hari', 'first', 'lady', 'pilih', 'baik']"
hasbil lbs mereka erti maksud dari angin yang sampai anies hanya saja mereka tutup pikir dan malah bodoh diri untuk pilih tidak erti maksud sebut,"['hasbil', 'lbs', 'mereka', 'erti', 'maksud', 'dari', 'angin', 'yang', 'sampai', 'anies', 'hanya', 'saja', 'mereka', 'tutup', 'pikir', 'dan', 'malah', 'bodoh', 'diri', 'untuk', 'pilih', 'tidak_erti', 'maksud', 'sebut']"
sungguh maxwin itu hanya untuk orang orang yang selalu ingin coba,"['sungguh', 'maxwin', 'itu', 'hanya', 'untuk', 'orang', 'orang', 'yang', 'selalu', 'ingin', 'coba']"
celana panjang bahan wanita harem baggy pants murah dapat cashback  di shopee video anies gaco daesang gempa ayo lihat video di shopee video,"['celana', 'panjang', 'bahan', 'wanita', 'harem', 'baggy', 'pants', 'murah', 'dapat', 'cashback', '', 'di', 'shopee', 'video', 'anies', 'gaco', 'daesang', 'gempa', 'ayo', 'lihat', 'video', 'di', 'shopee', 'video']"
